Temp0,Temp1,Temp2,Humi0,Humi1,Humi2,Snow
-2.1736497393653993,-2.3031693020176105,-2.432688864669822,0.6290504161710049,0.6919293514685868,0.7548082867661687,No
-2.3031693020176105,-2.432688864669822,-2.432688864669822,0.6919293514685868,0.7548082867661687,0.8176872220637508,No
-2.432688864669822,-2.432688864669822,-2.5622084273220334,0.7548082867661687,0.8176872220637508,0.8176872220637508,No
-2.432688864669822,-2.5622084273220334,-2.6917279899742446,0.8176872220637508,0.8176872220637508,0.8176872220637508,No
-2.5622084273220334,-2.6917279899742446,-2.5622084273220334,0.8176872220637508,0.8176872220637508,0.8176872220637508,No
-2.6917279899742446,-2.5622084273220334,-2.432688864669822,0.8176872220637508,0.8176872220637508,0.6290504161710049,No
-2.5622084273220334,-2.432688864669822,-2.432688864669822,0.8176872220637508,0.6290504161710049,0.5032925455758409,No
-2.432688864669822,-2.432688864669822,-2.0441301767131876,0.6290504161710049,0.5032925455758409,0.31465573968309507,No
-2.432688864669822,-2.0441301767131876,-1.6555714887565536,0.5032925455758409,0.31465573968309507,0.5661714808734228,No
-2.0441301767131876,-1.6555714887565536,-1.2670128007999195,0.31465573968309507,0.5661714808734228,0.8176872220637508,No
-1.6555714887565536,-1.2670128007999195,-1.0079736754954967,0.5661714808734228,0.8176872220637508,1.0692029632540785,No
-1.2670128007999195,-1.0079736754954967,-1.0079736754954967,0.8176872220637508,1.0692029632540785,1.0063240279564967,No
-1.0079736754954967,-1.0079736754954967,-1.0079736754954967,1.0692029632540785,1.0063240279564967,1.0063240279564967,No
-1.0079736754954967,-1.0079736754954967,-1.0079736754954967,1.0063240279564967,1.0063240279564967,1.0063240279564967,No
-1.0079736754954967,-1.0079736754954967,-1.137493238147708,1.0063240279564967,1.0063240279564967,0.9434450926589146,No
-1.0079736754954967,-1.137493238147708,-1.2670128007999195,1.0063240279564967,0.9434450926589146,0.8805661573613327,No
-1.137493238147708,-1.2670128007999195,-1.3965323634521307,0.9434450926589146,0.8805661573613327,0.8805661573613327,No
-1.2670128007999195,-1.3965323634521307,-1.5260519261043421,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-1.3965323634521307,-1.5260519261043421,-1.5260519261043421,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-1.5260519261043421,-1.5260519261043421,-1.6555714887565536,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-1.5260519261043421,-1.6555714887565536,-1.785091051408765,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-1.6555714887565536,-1.785091051408765,-1.785091051408765,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-1.785091051408765,-1.785091051408765,-1.9146106140609764,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-1.785091051408765,-1.9146106140609764,-1.9146106140609764,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-1.9146106140609764,-1.9146106140609764,-2.0441301767131876,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-1.9146106140609764,-2.0441301767131876,-2.1736497393653993,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-2.0441301767131876,-2.1736497393653993,-2.1736497393653993,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-2.1736497393653993,-2.1736497393653993,-2.1736497393653993,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-2.1736497393653993,-2.1736497393653993,-2.1736497393653993,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-2.1736497393653993,-2.1736497393653993,-2.1736497393653993,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-2.1736497393653993,-2.1736497393653993,-2.1736497393653993,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-2.1736497393653993,-2.1736497393653993,-2.0441301767131876,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-2.1736497393653993,-2.0441301767131876,-1.6555714887565536,0.8805661573613327,0.8805661573613327,0.8176872220637508,No
-2.0441301767131876,-1.6555714887565536,-1.5260519261043421,0.8805661573613327,0.8176872220637508,0.7548082867661687,No
-1.6555714887565536,-1.5260519261043421,-1.3965323634521307,0.8176872220637508,0.7548082867661687,0.6919293514685868,No
-1.5260519261043421,-1.3965323634521307,-1.3965323634521307,0.7548082867661687,0.6919293514685868,0.7548082867661687,No
-1.3965323634521307,-1.3965323634521307,-1.5260519261043421,0.6919293514685868,0.7548082867661687,0.8176872220637508,No
-1.3965323634521307,-1.5260519261043421,-1.5260519261043421,0.7548082867661687,0.8176872220637508,0.9434450926589146,No
-1.5260519261043421,-1.5260519261043421,-1.3965323634521307,0.8176872220637508,0.9434450926589146,0.9434450926589146,No
-1.5260519261043421,-1.3965323634521307,-1.5260519261043421,0.9434450926589146,0.9434450926589146,0.9434450926589146,No
-1.3965323634521307,-1.5260519261043421,-1.5260519261043421,0.9434450926589146,0.9434450926589146,0.9434450926589146,No
-1.5260519261043421,-1.5260519261043421,-1.6555714887565536,0.9434450926589146,0.9434450926589146,0.8805661573613327,No
-1.5260519261043421,-1.6555714887565536,-1.6555714887565536,0.9434450926589146,0.8805661573613327,0.8805661573613327,No
-1.6555714887565536,-1.6555714887565536,-1.785091051408765,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-1.6555714887565536,-1.785091051408765,-1.9146106140609764,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-1.785091051408765,-1.9146106140609764,-2.0441301767131876,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-1.9146106140609764,-2.0441301767131876,-2.1736497393653993,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-2.0441301767131876,-2.1736497393653993,-2.1736497393653993,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-2.1736497393653993,-2.1736497393653993,-2.1736497393653993,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-2.1736497393653993,-2.1736497393653993,-2.1736497393653993,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-2.1736497393653993,-2.1736497393653993,-2.3031693020176105,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-2.1736497393653993,-2.3031693020176105,-2.3031693020176105,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-2.3031693020176105,-2.3031693020176105,-2.432688864669822,0.8805661573613327,0.8805661573613327,0.8805661573613327,No
-2.3031693020176105,-2.432688864669822,-2.432688864669822,0.8805661573613327,0.8805661573613327,0.8176872220637508,No
-2.432688864669822,-2.432688864669822,-2.432688864669822,0.8805661573613327,0.8176872220637508,0.8176872220637508,No
-2.432688864669822,-2.432688864669822,-2.3031693020176105,0.8176872220637508,0.8176872220637508,0.7548082867661687,No
-2.432688864669822,-2.3031693020176105,-2.0441301767131876,0.8176872220637508,0.7548082867661687,0.6919293514685868,No
-2.3031693020176105,-2.0441301767131876,-1.9146106140609764,0.7548082867661687,0.6919293514685868,0.6290504161710049,No
-2.0441301767131876,-1.9146106140609764,-1.9146106140609764,0.6919293514685868,0.6290504161710049,0.5661714808734228,No
-1.9146106140609764,-1.9146106140609764,-1.785091051408765,0.6290504161710049,0.5661714808734228,0.6919293514685868,No
-1.9146106140609764,-1.785091051408765,-1.785091051408765,0.5661714808734228,0.6919293514685868,0.8176872220637508,No
-1.785091051408765,-1.785091051408765,-1.785091051408765,0.6919293514685868,0.8176872220637508,0.9434450926589146,No
-1.785091051408765,-1.785091051408765,-1.785091051408765,0.8176872220637508,0.9434450926589146,0.8805661573613327,No
-1.785091051408765,-1.785091051408765,-2.0441301767131876,0.9434450926589146,0.8805661573613327,0.8176872220637508,No
-1.785091051408765,-2.0441301767131876,-2.1736497393653993,0.8805661573613327,0.8176872220637508,0.8176872220637508,No
